"SubjectId";"BusinessTrip";"PartySize";"Age25_44";"Age45_54";"Age55";"Income";"Female";"Undergraduate";"Posgraduate";"AirlineFirstFlight_1";"AirlineFirstFlight_2";"AirlineFirstFlight_3";"AirlineSecondFlight_3";"TripTimeHours_1";"TripTimeHours_2";"TripTimeHours_3";"Legroom12";"Legroom13";"Legroom14";"Legroom22";"Legroom23";"Legroom24";"Legroom32";"Legroom33";"Legroom34";"Fare_1";"Fare_2";"Fare_3";"StopPenaltyHours_2";"StopPenaltyHours_3";"IncomeDummy";"DiffTime1";"DiffTime2";"DiffTime3";"Choice"
1630;0;2;1;0;0;40;1;1;0;4;4;1;4;2,66667;4,66667;4,16667;0;1;0;1;0;0;0;1;0;370;340;385;1,5;1;1;2,5;6,5;8;1
1631;0;1;1;0;0;40;1;1;0;7;4;9;5;5,21667;6,71667;7,71667;0;1;0;1;0;0;1;0;0;440;510;420;1;2;1;12,0166666666667;8,01666666666667;6,01666666666667;1
1632;0;3;0;1;0;112,5;1;1;0;1;6;2;3;2,08333;4,58333;4,58333;1;0;0;1;0;0;0;1;0;300;315;285;2;2;0;2,5;5,5;2,5;3
1633;1;2;1;0;0;162,5;1;1;0;6;8;7;5;4,16667;6,66667;6,16667;0;1;0;0;0;1;1;0;0;420;440;460;2;1,5;0;4,83333333333333;0,833333333333333;2,83333333333333;1
1634;0;1;1;0;0;50;1;0;1;3;2;1;2;1;2,5;3;0;0;0;1;0;0;0;0;0;195;195;185;1;1,5;1;3,75;0,75;5,75;1
1635;0;4;1;0;0;350;1;0;1;2;7;2;1;1,93333;4,43333;3,43333;0;1;0;0;0;1;0;1;0;165;165;130;2;1;0;0,566666666666667;1,06666666666667;3,93333333333333;1
1637;0;2;1;0;0;80;0;1;0;1;7;5;2;6,35;7,35;7,85;0;0;0;0;0;1;0;0;1;875;1015;830;0,5;1;1;13;9;6;3
1639;0;2;0;0;1;112,5;0;1;0;4;11;6;1;4,61667;6,61667;6,11667;0;0;0;0;0;0;1;0;0;215;160;170;1,5;1;0;3,5;0,5;2,5;1
1640;0;1;1;0;0;162,5;1;1;0;5;3;8;6;1,93333;4,43333;3,93333;0;0;0;0;1;0;0;1;0;180;170;210;2;1,5;0;8;8;9,5;1
1641;0;1;0;1;0;112,5;1;0;1;5;7;1;5;2,41667;3,41667;3,91667;0;1;0;0;1;0;0;0;0;215;275;250;0,5;1;0;4,91666666666667;8,91666666666667;3,41666666666667;1
1643;0;1;0;1;0;70;0;1;0;1;1;8;6;5;6,5;6,5;0;1;0;0;0;0;0;0;0;495;430;520;1;1;1;2,5;4,5;4,5;1
1645;0;2;1;0;0;80;1;1;0;6;6;2;4;2,58333;3,58333;4,08333;0;1;0;0;1;0;0;0;0;270;270;255;0,5;1;1;8,08333333333333;7,58333333333333;6,58333333333333;3
1646;1;2;0;0;0;50;0;1;0;7;2;5;7;5,8;6,8;8,3;0;0;0;0;1;0;0;1;0;505;435;525;0,5;2;1;6,7;3,3;4,8;1
1647;0;1;0;1;0;350;1;0;0;4;7;3;5;5,33333;6,33333;7,83333;0;0;0;0;1;0;0;1;0;475;475;475;0,5;2;0;6,33333333333333;2,83333333333333;5,83333333333333;1
1648;0;1;1;0;0;80;1;0;1;7;1;2;5;4,56667;6,56667;6,06667;1;0;0;0;1;0;0;0;1;710;610;780;1,5;1;1;4,56666666666667;5,06666666666667;6,06666666666667;1
1649;1;1;1;0;0;10;1;0;1;6;1;9;2;2,05;3,05;3,05;0;0;0;0;1;0;1;0;0;525;480;415;0,5;0,5;1;2;4;2;3
1650;0;2;0;0;1;60;1;1;0;6;4;2;3;5,06667;6,56667;6,56667;0;1;0;0;0;0;0;0;0;435;435;435;1;1;1;9;4,5;6;2
1651;1;1;1;0;0;80;0;0;1;6;6;4;7;5,33333;7,33333;7,33333;0;0;0;0;0;0;0;1;0;645;615;680;1,5;1,5;1;8,33333333333333;2,83333333333333;10,3333333333333;1
1652;1;2;1;0;0;137,5;0;1;0;2;10;1;3;4,56667;7,06667;5,56667;0;0;1;0;0;0;0;1;0;405;385;365;2;0,5;0;9,56666666666667;13,0666666666667;12,5666666666667;1
1653;0;3;0;0;1;112,5;0;0;1;6;6;4;7;1,9;2,9;3,4;1;0;0;1;0;0;1;0;0;275;240;265;0,5;1;0;6;1,5;7,5;2
1655;0;2;1;0;0;70;1;0;1;2;1;7;2;1,6;2,6;3,6;0;1;0;0;1;0;0;0;1;205;215;185;0,5;1,5;1;0,15;5,35;9,35;1
1656;0;1;1;0;0;60;1;1;0;3;3;2;7;1,76667;4,26667;2,76667;0;0;0;0;0;1;0;0;1;390;410;410;2;0,5;1;0,5;5;6,5;1
1658;1;1;1;0;0;162,5;0;0;1;3;3;2;7;5,1;7,6;6,1;0;0;0;0;0;1;0;0;1;395;420;420;2;0,5;0;0,5;4;5,5;1
1659;1;2;1;0;0;70;1;1;0;1;7;5;2;1,6;2,6;3,1;0;0;0;0;0;1;0;0;1;235;270;220;0,5;1;1;1,4;5,6;10,6;1
1660;0;2;1;0;0;70;0;0;0;10;1;5;3;5,98333;6,98333;6,98333;1;0;0;0;0;0;0;0;1;545;545;570;0,5;0,5;1;1;6,5;2;1
1661;0;2;0;1;0;92,5;1;0;1;11;2;2;4;4,08333;5,08333;5,58333;1;0;0;1;0;0;1;0;0;165;125;135;0,5;1;1;4,58333333333333;1,08333333333333;1,58333333333333;2
1663;0;1;0;1;0;70;1;1;0;5;3;9;6;5,81667;7,31667;7,31667;1;0;0;0;0;1;1;0;0;645;710;710;1;1;1;4,5;3;4,5;1
1664;0;2;1;0;0;80;0;1;0;2;1;7;2;1,9;3,9;3,4;0;0;1;0;0;1;0;0;0;275;275;365;1,5;1;1;0,9;5,9;2,4;1
1665;0;4;1;0;0;112,5;0;1;0;5;8;4;1;2,41667;3,41667;3,41667;0;0;0;0;1;0;1;0;0;330;310;310;0,5;0,5;0;7,91666666666667;4,41666666666667;7,41666666666667;2
1667;0;3;1;0;0;60;1;1;0;7;2;5;7;5,8;6,8;8,3;0;0;0;0;1;0;0;1;0;300;260;315;0,5;2;1;1;8;8;2
1668;1;1;0;1;0;92,5;0;0;0;4;11;6;1;5,33333;7,33333;6,83333;0;0;0;0;0;0;1;0;0;230;170;180;1,5;1;1;1,66666666666667;3,33333333333333;0,833333333333333;3
1669;0;3;1;0;0;30;0;1;0;2;4;6;2;5,33333;7,83333;6,33333;1;0;0;1;0;0;1;0;0;375;290;390;2;0,5;1;2,66666666666667;2,83333333333333;4,66666666666667;2
1670;0;2;1;0;0;92,5;0;0;1;5;7;10;3;3,75;5,75;5,75;0;0;0;0;0;0;0;1;0;605;630;500;1,5;1,5;1;9,01666666666667;9,01666666666667;14,0166666666667;3
1671;0;3;1;0;0;80;0;1;0;8;4;3;5;3,06667;4,56667;4,56667;0;0;1;0;1;0;0;1;0;310;325;375;1;1;1;6,06666666666667;5,56666666666667;2,56666666666667;1
1672;0;1;1;0;0;50;1;0;1;8;5;5;6;2,66667;5,16667;5,16667;0;0;0;0;0;1;0;0;0;195;165;195;2;2;1;1;8;9,5;1
1673;0;1;1;0;0;60;0;0;1;1;6;2;3;5,35;6,85;6,35;0;0;0;0;0;0;1;0;0;375;280;375;1;0,5;1;13,75;9,25;6,25;3
1674;0;2;1;0;0;137,5;0;0;0;3;4;5;1;1;2;3;1;0;0;1;0;0;0;1;0;260;260;290;0,5;1,5;0;12,5;5;8;1
1676;1;1;1;0;0;50;1;0;0;1;5;1;5;4,98333;6,98333;6,98333;0;0;0;0;0;0;0;1;0;465;465;515;1,5;1,5;1;3,01666666666667;3,48333333333333;2,51666666666667;1
1677;0;2;1;0;0;70;1;1;0;1;5;10;3;1,43333;2,43333;2,93333;0;1;0;0;1;0;0;0;0;225;215;285;0,5;1;1;8;11;11;1
1679;0;2;0;0;0;112,5;1;1;0;5;3;8;6;3,91667;6,41667;5,91667;0;0;0;0;1;0;0;1;0;215;205;250;2;1,5;0;2;2;0,5;1
1680;0;1;0;0;0;112,5;0;0;1;1;6;4;5;3,2;5,7;5,7;0;1;0;0;1;0;0;0;1;295;395;295;2;2;0;8,2;10,7;7,7;3
1681;1;2;0;0;1;137,5;1;0;1;9;1;5;3;4,71667;6,71667;7,21667;0;0;0;1;0;0;0;0;0;625;715;540;1,5;2;0;15,2166666666667;11,2166666666667;12,7166666666667;3
1682;0;1;0;0;0;40;1;1;0;5;2;2;3;5,8;7,3;6,8;0;0;1;0;0;1;0;0;0;550;460;505;1;0,5;1;0,5;4;5;2
1683;0;4;1;0;0;137,5;0;1;0;2;5;3;7;4,08333;6,58333;5,58333;0;0;0;0;1;0;1;0;0;475;390;410;2;1;0;2;2;3,5;1
1684;0;4;1;0;0;112,5;1;0;0;4;4;9;7;3,61667;5,61667;5,11667;1;0;0;0;1;0;0;0;1;645;585;615;1,5;1;0;1,61666666666667;5,11666666666667;4,61666666666667;2
1685;0;1;1;0;0;112,5;0;0;1;2;1;3;8;1;2;3;1;0;0;1;0;0;0;1;0;255;210;235;0,5;1,5;0;2,75;6,25;3,75;1
1686;0;2;1;0;0;92,5;0;1;0;1;5;10;3;2,91667;3,91667;4,41667;0;1;0;0;1;0;0;0;0;205;195;260;0,5;1;1;4;1;1;2
1688;0;1;1;0;0;70;0;1;0;2;10;9;5;2,08333;4,58333;3,08333;0;0;0;0;0;1;0;0;1;330;285;245;2;0,5;1;8,75;0,25;1,25;1
1690;0;2;1;0;0;92,5;1;1;0;3;4;6;2;4,61667;5,61667;6,61667;0;1;0;0;1;0;0;0;1;615;615;550;0,5;1,5;1;2,61666666666667;5,61666666666667;0,616666666666667;1
1691;0;2;1;0;0;92,5;1;1;0;1;3;6;7;5,71667;8,21667;7,71667;0;1;0;0;0;1;1;0;0;855;695;775;2;1,5;1;7;2;8,5;1
1692;0;3;1;0;0;40;1;1;0;4;10;5;1;4,56667;5,56667;6,56667;0;1;0;0;1;0;0;0;1;480;650;595;0,5;1,5;1;1,43333333333333;3,43333333333333;6,56666666666667;1
1694;1;3;1;0;0;137,5;1;0;1;5;2;4;5;1,95;3,45;2,95;0;0;0;0;0;0;1;0;0;170;175;150;1;0,5;0;8;6,5;3,5;1
1695;0;1;1;0;0;10;1;1;0;2;2;1;6;6,16667;8,16667;7,16667;0;0;1;0;1;0;0;1;0;310;330;295;1,5;0,5;1;6,25;7,25;4,25;1
1696;0;1;1;0;0;92,5;0;1;0;1;4;4;1;5,18333;7,18333;7,68333;0;1;0;0;0;0;0;0;1;390;360;360;1,5;2;1;1,75;1,75;0,75;1
1697;0;2;1;0;0;60;1;0;0;4;1;2;7;4,08333;6,58333;5,08333;0;0;1;0;0;0;0;1;0;220;280;235;2;0,5;1;6;0;1,5;1
1699;0;4;0;0;1;92,5;1;1;0;5;1;5;4;4,08333;5,58333;5,58333;0;0;1;0;1;0;0;1;0;150;135;155;1;1;1;1,41666666666667;1,41666666666667;6,08333333333333;1
1700;1;1;1;0;0;30;1;0;1;5;4;7;4;2,81667;4,81667;5,31667;0;0;1;0;1;0;1;0;0;385;385;335;1,5;2;1;7,31666666666667;10,8166666666667;3,81666666666667;3
1702;0;3;1;0;0;50;0;1;0;2;3;2;5;1,61667;2,61667;3,61667;0;0;1;0;0;0;1;0;0;195;195;175;0,5;1,5;1;7,11666666666667;5,11666666666667;1,61666666666667;1
1703;1;2;0;0;1;112,5;0;1;0;1;3;5;4;1;3,5;3;1;0;0;0;0;0;0;0;0;150;210;205;2;1,5;0;0;1;5;1
1704;0;3;1;0;0;30;1;0;0;4;7;7;3;2,58333;3,58333;5,08333;0;0;1;1;0;0;0;0;1;175;205;245;0,5;2;1;3;1,5;1,5;1
1705;1;2;0;0;1;350;0;0;0;8;2;4;7;5,36667;7,36667;7,36667;0;0;1;0;0;1;0;0;1;695;760;695;1,5;1,5;0;2,63333333333333;1,36666666666667;2,63333333333333;1
1706;0;1;1;0;0;112,5;1;0;1;6;5;1;7;3,61667;6,11667;6,11667;0;1;0;0;1;0;0;0;1;565;415;440;2;2;0;5,5;5,5;7;2
1708;0;2;1;0;0;10;1;1;0;6;9;3;7;4,98333;6,48333;6,48333;0;0;0;1;0;0;0;0;1;330;265;345;1;1;1;3;3;10,5;2
1710;0;1;1;0;0;50;0;1;0;3;4;6;2;4,98333;5,98333;6,98333;0;1;0;0;1;0;0;0;1;915;915;820;0,5;1,5;1;2;4;2;3
1711;0;2;0;0;1;92,5;0;1;0;5;7;10;3;5,81667;7,81667;7,81667;0;0;0;0;0;0;0;1;0;890;930;735;1,5;1,5;1;1,31666666666667;3,31666666666667;10,8166666666667;1
1713;1;1;1;0;0;112,5;0;1;0;8;4;7;5;1;2,5;2,5;0;0;0;1;0;0;0;0;1;175;205;185;1;1;0;1,5;4,5;1,5;1
1714;0;1;0;0;0;20;1;0;0;6;4;4;11;3,5;5;5;1;0;0;0;0;1;1;0;0;275;325;390;1;1;1;10;5;5;1
1715;1;1;1;0;0;60;0;1;0;5;2;4;5;1,66667;4,16667;4,16667;1;0;0;1;0;0;0;1;0;225;225;300;2;2;1;1;0,5;1;1
1716;0;3;0;1;0;60;1;0;0;3;4;5;1;4,08333;5,08333;6,08333;1;0;0;1;0;0;0;1;0;465;465;520;0,5;1,5;1;1,91666666666667;6,58333333333333;4,58333333333333;1
1717;1;1;0;0;1;187,5;0;1;0;3;9;9;7;1;2;3;0;0;1;0;0;0;1;0;0;130;155;165;0,5;1,5;0;4;0,5;5,5;1
1719;0;5;1;0;0;112,5;0;0;1;5;8;2;6;5,56667;6,56667;6,56667;0;0;1;1;0;0;0;0;0;405;500;405;0,5;0,5;0;1,06666666666667;9,56666666666667;0,566666666666667;1
1720;0;2;0;1;0;112,5;1;0;1;3;4;6;3;4,88333;6,88333;6,38333;0;0;1;0;0;1;0;0;0;425;355;335;1,5;1;0;11;0,5;9,5;2
1721;0;2;1;0;0;92,5;0;0;0;3;4;6;3;4,08333;6,08333;5,58333;0;0;1;0;0;1;0;0;0;415;345;330;1,5;1;1;3;13,5;4,5;1
1722;0;3;0;1;0;187,5;1;0;0;3;9;1;4;5,81667;6,81667;7,81667;0;0;0;0;0;1;0;0;0;370;445;370;0,5;1,5;0;7,75;1,75;1,75;1
1723;0;2;1;0;0;30;0;1;0;11;2;4;7;5,53333;6,53333;7,03333;0;1;0;0;1;0;0;0;0;700;730;670;0,5;1;1;1,03333333333333;5,03333333333333;8,53333333333333;3
1724;0;1;1;0;0;137,5;0;1;0;1;3;6;7;5,53333;8,03333;7,53333;0;1;0;0;0;1;1;0;0;960;780;870;2;1,5;0;7;13;6;1
1725;0;2;1;0;0;92,5;1;0;1;6;2;7;1;5,61667;7,61667;7,61667;0;1;0;1;0;0;1;0;0;295;340;355;1,5;1,5;1;0,5;5;6,5;1
1726;0;1;1;0;0;60;0;1;0;9;7;1;7;3,93333;5,43333;4,93333;0;0;0;0;0;0;1;0;0;260;260;235;1;0,5;1;5;3;9;1
1727;0;1;0;0;0;30;1;1;0;5;3;1;2;5,6;8,1;7,6;0;0;1;1;0;0;0;0;1;340;430;430;2;1,5;1;10;15;12;1
1728;1;1;0;1;0;112,5;1;1;0;5;1;6;7;2,41667;3,91667;3,91667;0;0;0;1;0;0;0;0;1;455;360;455;1;1;0;0,333333333333333;4,83333333333333;7,83333333333333;2
1729;0;1;1;0;0;92,5;1;0;1;1;2;7;10;1,9;3,4;2,9;1;0;0;0;1;0;0;0;1;290;265;225;1;0,5;1;2,5;0,5;5;3
1730;0;2;0;1;0;80;0;0;0;6;5;11;4;5,45;6,95;6,45;0;0;0;0;0;0;1;0;0;210;280;255;1;0,5;1;2,5;5,5;3,5;1
1731;0;1;0;0;1;60;1;0;0;6;5;11;4;4,88333;6,38333;5,88333;0;0;0;0;0;0;1;0;0;235;315;290;1;0,5;1;0,616666666666667;3,88333333333333;5,61666666666667;1
1732;0;1;0;0;1;137,5;0;1;0;4;7;3;5;1,95;3,95;2,95;1;0;0;0;0;1;1;0;0;655;515;625;1,5;0,5;0;5;8;2;2
1733;0;1;0;0;0;20;0;0;0;5;5;5;2;4,38333;6,38333;6,38333;0;1;0;1;0;0;1;0;0;420;365;310;1,5;1,5;1;1;2;3;3
1734;0;3;1;0;0;40;0;0;1;8;5;5;6;5,13333;7,63333;7,63333;0;0;0;0;0;1;0;0;0;355;305;355;2;2;1;7,13333333333333;0,633333333333333;0,866666666666667;2
1735;0;2;1;0;0;60;0;0;0;3;6;6;3;2,66667;5,16667;4,16667;0;0;1;1;0;0;0;0;0;330;405;405;2;1;1;4;11,5;8,5;1
1736;0;1;0;1;0;92,5;1;1;0;7;4;9;5;4,56667;6,06667;7,06667;0;1;0;1;0;0;1;0;0;430;495;405;1;2;1;5;1;4;1
1737;1;2;0;1;0;350;0;0;1;8;4;7;5;3,48333;4,98333;4,98333;0;0;0;1;0;0;0;0;1;465;545;495;1;1;0;0,5;3,5;1,5;1
1738;0;2;0;1;0;112,5;1;1;0;4;7;7;3;4,98333;6,98333;5,98333;0;1;0;0;0;0;0;0;0;1275;1100;1040;1,5;0,5;0;0,0166666666666667;1,98333333333333;0,983333333333333;2
1739;1;2;1;0;0;137,5;0;1;0;1;3;5;4;2,8;5,3;4,8;1;0;0;0;0;0;0;0;0;420;590;565;2;1,5;0;5,7;4,2;1,7;1
1740;0;1;1;0;0;60;0;1;0;3;5;7;3;1,93333;3,93333;2,93333;1;0;0;0;0;1;1;0;0;285;315;270;1,5;0,5;1;7,5;6;4,5;1
1741;0;2;0;0;1;350;1;1;0;1;10;3;4;5,45;7,45;7,95;0;0;1;0;1;0;1;0;0;595;565;715;1,5;2;0;1,55;0,45;1,95;1
1742;0;1;1;0;0;40;0;1;0;11;3;9;2;5;7;7,5;0;1;0;0;0;0;0;0;1;240;225;270;1,5;2;1;10,5;9,5;7,5;1
1745;0;1;1;0;0;70;1;0;1;5;3;9;6;1,96667;3,46667;3,46667;1;0;0;0;0;1;1;0;0;250;275;275;1;1;1;3;1,5;3;1
1748;0;1;0;0;0;40;1;1;0;1;7;5;2;2,41667;4,41667;4,41667;1;0;0;0;1;0;0;0;0;290;210;290;1,5;1,5;1;1,58333333333333;1,41666666666667;2,41666666666667;2
1749;1;1;1;0;0;137,5;1;0;1;4;5;2;8;6,03333;7,03333;8,53333;0;1;0;0;0;1;1;0;0;620;500;650;0,5;2;0;11,7166666666667;6,71666666666667;7,21666666666667;2
1751;0;2;1;0;0;92,5;0;1;0;3;6;6;3;1,91667;3,41667;3,91667;0;1;0;0;0;0;0;0;1;185;155;185;1;1,5;1;9,01666666666667;18,0166666666667;9,01666666666667;1
1752;0;1;0;1;0;50;1;0;0;5;6;3;2;2,08333;4,58333;4,58333;0;0;0;0;0;1;0;0;0;140;165;160;2;2;1;7,5;3;3;1
1753;0;2;1;0;0;112,5;0;1;0;7;3;3;9;1,66667;2,66667;3,66667;0;1;0;0;1;0;0;0;1;240;180;240;0,5;1,5;0;3,5;5;8;2
1754;0;1;0;0;0;70;1;1;0;3;6;5;1;1,36667;3,86667;2,86667;0;0;0;0;1;0;1;0;0;365;350;420;2;1;1;2;2;2,5;2
1755;0;1;1;0;0;40;0;1;0;7;3;7;2;1,01667;3,01667;2,51667;0;0;0;0;0;0;1;0;0;80;105;80;1,5;1;1;4,01666666666667;1,48333333333333;7,01666666666667;1
1756;0;2;1;0;0;80;1;0;0;4;7;3;5;5,23333;6,23333;7,73333;0;0;0;0;1;0;0;1;0;280;280;280;0,5;2;1;2,23333333333333;1,26666666666667;1,73333333333333;1
1757;1;5;0;1;0;137,5;1;1;0;3;7;4;2;4,96667;6,96667;5,96667;0;0;1;0;1;0;0;1;0;185;165;160;1,5;0,5;0;8,5;10;0,5;1
1758;0;1;1;0;0;60;1;0;0;1;6;4;5;3,93333;5,43333;4,93333;0;0;1;0;0;1;0;0;0;405;440;350;1;0,5;1;4,5;1,5;7,5;1
1759;0;1;1;0;0;10;0;0;1;3;7;4;2;5,56667;7,56667;6,56667;0;0;1;0;1;0;0;1;0;240;215;205;1,5;0,5;1;1,25;0,25;10,25;1
1760;0;2;1;0;0;92,5;1;1;0;5;9;2;6;5,2;7,2;7,7;0;1;0;0;0;0;0;0;1;405;330;350;1,5;2;1;2,8;0,2;2,7;1
1762;0;2;0;1;0;80;1;0;0;1;4;4;1;4,08333;6,08333;6,58333;0;1;0;0;0;0;0;0;1;310;285;285;1,5;2;1;6,5;6,5;5;1
1763;0;1;0;0;0;10;1;1;0;3;1;7;6;2;3,5;4,5;0;0;0;0;0;0;0;1;0;305;320;295;1;2;1;3,5;3,5;3;3
1764;0;2;0;1;0;92,5;1;1;0;2;6;6;4;2,51667;3,51667;5,01667;0;0;0;0;1;0;0;1;0;270;260;200;0,5;2;1;1,98333333333333;3,98333333333333;2,48333333333333;3
1765;0;1;0;1;0;187,5;0;1;0;3;8;1;4;5,2;7,2;6,7;1;0;0;0;1;0;0;0;1;875;875;620;1,5;1;0;6,45;12,45;11,95;3
1766;0;2;1;0;0;187,5;1;0;1;4;6;11;9;1,96667;4,46667;3,46667;1;0;0;0;0;0;0;0;1;225;245;225;2;1;0;4,75;6,25;0,25;1
1767;1;1;1;0;0;92,5;0;1;0;4;5;4;2;5,45;7,45;6,45;0;0;0;1;0;0;0;0;1;355;375;390;1,5;0,5;1;6,5;3,5;8;1
1768;1;1;1;0;0;112,5;1;0;1;3;5;7;3;1,1;2,1;3,6;0;0;0;0;1;0;0;1;0;100;95;95;0,5;2;0;3;1,5;0;1
1769;0;1;1;0;0;70;1;1;0;2;2;1;6;0,966667;1,96667;3,46667;0;1;0;0;0;1;1;0;0;250;200;250;0,5;2;1;4;4;0,5;1
1771;0;1;0;1;0;80;1;0;0;3;9;1;4;2,28333;3,28333;4,28333;0;0;0;0;0;1;0;0;0;270;330;270;0,5;1,5;1;0;4;4;1
1772;1;1;0;1;0;40;1;0;0;2;2;1;6;4,48333;6,48333;5,48333;0;0;1;0;1;0;0;1;0;235;250;225;1,5;0,5;1;1;2;1;3
1773;0;4;1;0;0;80;1;0;1;9;11;4;11;4,3;6,8;6,3;0;0;1;1;0;0;0;0;1;190;210;180;2;1,5;1;5;2;8;1
1775;0;2;1;0;0;60;1;1;0;4;10;5;1;2,83333;3,83333;4,83333;0;1;0;0;1;0;0;0;1;395;530;485;0,5;1,5;1;1,83333333333333;0,833333333333333;7,83333333333333;1
1776;0;2;1;0;0;50;1;1;0;10;10;2;5;2,51667;4,01667;4,01667;1;0;0;0;0;1;1;0;0;355;450;375;1;1;1;1;2,5;2,5;1
1777;0;4;1;0;0;162,5;0;1;0;7;6;1;6;1,25;3,25;2,25;0;0;0;1;0;0;0;0;1;140;115;130;1,5;0,5;0;5,5;5;5,5;1
1778;0;2;1;0;0;137,5;1;1;0;7;3;7;2;5,53333;7,53333;7,03333;0;0;0;0;0;0;1;0;0;390;525;390;1,5;1;0;3,03333333333333;0,0333333333333333;5,53333333333333;1
1780;1;2;0;1;0;187,5;0;1;0;3;3;4;6;5,33333;6,83333;7,83333;0;1;0;1;0;0;1;0;0;520;455;475;1;2;0;3;3;1,5;1
1781;0;1;0;0;0;137,5;0;1;0;6;3;6;5;1,36667;3,36667;3,86667;0;0;0;1;0;0;0;0;0;315;350;400;1,5;2;0;12,25;1,75;9,25;1
1782;0;5;1;0;0;162,5;0;1;0;2;2;1;6;5,45;7,45;6,45;0;0;1;0;1;0;0;1;0;285;300;270;1,5;0,5;0;1;0;3;1
1783;1;1;0;0;1;92,5;1;1;0;4;4;1;4;1,6;2,6;3,6;0;0;1;0;0;0;1;0;0;175;150;150;0,5;1,5;1;3,5;8;6,5;1
1785;0;2;0;1;0;70;0;1;0;4;11;6;1;4,01667;6,01667;5,51667;0;0;0;0;0;0;1;0;0;350;260;275;1,5;1;1;0,483333333333333;4,51666666666667;2,01666666666667;1
1787;1;1;1;0;0;20;1;1;0;4;4;8;7;2,53333;3,53333;4,53333;0;0;0;0;0;1;0;0;0;155;175;200;0,5;1,5;1;3;1;2;2
1788;0;1;0;1;0;92,5;1;1;0;7;7;7;4;2,53333;4,03333;4,53333;1;0;0;0;0;1;0;1;0;225;200;245;1;1,5;1;1,5;9;0;1
1789;1;1;1;0;0;350;0;0;1;7;6;11;1;5,71667;6,71667;8,21667;0;1;0;0;0;1;1;0;0;545;570;495;0,5;2;0;1,25;4,75;7,75;1
1792;1;1;0;0;1;137,5;0;0;1;5;7;10;3;2,51667;4,51667;4,51667;0;0;0;0;0;0;0;1;0;385;400;320;1,5;1,5;0;5,5;5,5;2;3
1793;0;3;1;0;0;30;1;0;1;4;7;3;5;5,11667;7,11667;6,11667;1;0;0;0;0;1;1;0;0;630;495;600;1,5;0,5;1;4,11666666666667;9,11666666666667;2,11666666666667;2
1794;1;3;0;0;1;112,5;0;1;0;6;8;7;5;1,56667;4,06667;3,56667;0;1;0;0;0;1;1;0;0;390;405;425;2;1,5;0;1,56666666666667;5,56666666666667;3,56666666666667;1
1795;0;1;0;0;1;162,5;0;1;0;9;7;1;7;2,16667;3,66667;3,16667;0;0;0;0;0;0;1;0;0;240;240;215;1;0,5;0;3;0;9;1
1797;0;3;1;0;0;70;0;1;0;6;2;3;6;2,03333;4,03333;4,03333;1;0;0;0;1;0;0;0;0;205;265;220;1,5;1,5;1;4;5;10;1
1798;0;1;1;0;0;112,5;0;1;0;4;1;4;7;5,21667;7,71667;6,21667;0;0;0;0;0;1;0;0;1;660;765;800;2;0,5;0;0,716666666666667;5,21666666666667;4,71666666666667;1
1799;1;1;1;0;0;92,5;1;0;0;1;6;4;5;0,966667;3,46667;3,46667;0;1;0;0;1;0;0;0;1;150;200;150;2;2;1;11;11;6,5;1
1801;0;2;1;0;0;10;0;0;1;7;6;1;6;2,5;4,5;3,5;0;0;0;1;0;0;0;0;1;210;170;190;1,5;0,5;1;3;4;3;2
1802;1;1;1;0;0;50;1;0;1;5;6;3;2;4,61667;6,11667;5,61667;1;0;0;0;1;0;0;0;1;930;930;810;1;0,5;1;0,5;1,5;1,5;3
1803;0;1;1;0;0;60;1;1;0;6;6;4;7;3,5;5,5;5,5;0;0;0;0;0;0;0;1;0;390;370;410;1,5;1,5;1;3;8;3;1
1804;0;4;0;1;0;162,5;1;1;0;8;2;4;7;1,91667;3,91667;3,91667;0;0;1;0;0;1;0;0;1;295;325;295;1,5;1,5;0;9,5;6,5;12,5;1
1805;0;2;1;0;0;162,5;0;0;1;7;4;1;3;5,06667;6,56667;7,56667;1;0;0;0;1;0;0;0;0;185;240;230;1;2;0;3,31666666666667;0,316666666666667;5,81666666666667;1
1806;0;4;1;0;0;137,5;1;1;0;8;5;6;1;3,71667;6,21667;6,21667;0;0;1;0;0;0;1;0;0;480;480;340;2;2;0;9,5;8,5;8,5;1
1807;1;1;0;0;1;350;1;0;1;3;3;4;6;1,56667;3,06667;4,06667;0;1;0;1;0;0;1;0;0;270;235;250;1;2;0;2,06666666666667;2,43333333333333;3,06666666666667;2
1808;0;1;1;0;0;70;0;0;1;7;7;7;4;3,33333;5,83333;4,83333;0;0;0;0;1;0;1;0;0;490;450;450;2;1;1;3,33333333333333;6,83333333333333;7,83333333333333;1
1810;0;1;1;0;0;70;0;1;0;1;1;9;6;2,58333;5,08333;4,58333;0;0;1;1;0;0;0;0;1;175;205;205;2;1,5;1;1,25;7,75;7,75;1
1811;0;1;1;0;0;112,5;1;0;1;2;6;6;4;5,33333;6,33333;7,83333;0;0;0;0;1;0;0;1;0;815;780;610;0,5;2;0;2;4;4;3
1812;0;1;1;0;0;40;1;0;1;5;1;5;4;5,81667;8,31667;7,81667;0;1;0;0;0;1;1;0;0;695;810;850;2;1,5;1;3,25;7,25;3,25;1
